TradeKey,UserKey,AssetSymbol,AssetType,TradeDate,TradeType,Quantity,PriceUSD,TotalUSD,Exchange,Region
251,7,BNB,Crypto,2022-11-24,BUY,26.823,54998.92,1475236.03,Kraken,USA
252,7,LTC,Crypto,2021-12-02,BUY,32.626,50813.15,1657829.83,NASDAQ,USA
253,4,XRP,Crypto,2024-06-25,BUY,12.059,634.57,7652.28,NASDAQ,Asia
254,8,TRX,Crypto,2020-01-16,BUY,10.111,28818.72,291386.08,Binance,USA
255,5,AAPL,Stock,2021-01-08,SELL,46.872,944.32,44262.17,Kraken,Asia
256,13,TSLA,Stock,2022-05-14,SELL,9.299,943.31,8771.84,NASDAQ,USA
257,15,LINK,Crypto,2020-01-29,BUY,15.032,36914.26,554895.16,Binance,Asia
258,20,TSLA,Stock,2020-11-10,BUY,41.108,187.57,7710.63,Kraken,Asia
259,12,USDC,Crypto,2021-02-27,SELL,30.052,24397.33,733188.56,Kraken,Asia
260,8,BTC,Crypto,2020-12-17,BUY,2.875,54251.41,155972.8,Coinbase,USA
261,15,LINK,Crypto,2023-12-10,SELL,21.536,50561.5,1088892.46,Coinbase,Asia
262,12,ETH,Crypto,2022-07-21,BUY,39.702,22839.64,906779.39,Binance,Asia
263,7,AAPL,Stock,2024-03-23,SELL,33.186,1716.16,56952.49,NYSE,USA
264,13,LINK,Crypto,2021-07-21,SELL,14.064,10017.72,140889.21,Binance,USA
265,6,SOL,Crypto,2022-07-12,BUY,45.649,41287.42,1884729.44,Binance,Asia
266,11,DOGE,Crypto,2023-01-20,SELL,28.857,8587.36,247805.45,Kraken,Asia
267,15,TRX,Crypto,2022-11-04,BUY,38.425,8671.05,333185.1,NASDAQ,Asia
268,11,XRP,Crypto,2020-06-03,SELL,37.98,51573.23,1958751.28,NYSE,Asia
269,6,DOGE,Crypto,2021-11-13,SELL,48.126,45046.8,2167922.3,Binance,Asia
270,11,LTC,Crypto,2024-04-01,BUY,38.603,38445.38,1484107,NASDAQ,Asia
271,19,GOOGL,Stock,2023-04-08,BUY,7.783,1150.98,8958.08,Binance,USA
272,14,XRP,Crypto,2023-10-11,SELL,25.29,47476.7,1200685.74,NASDAQ,Asia
273,5,AAPL,Stock,2023-09-19,BUY,30.726,517.13,15889.34,NYSE,Asia
274,13,LTC,Crypto,2020-01-01,BUY,27.261,41011.63,1118018.05,Binance,USA
275,7,LINK,Crypto,2022-08-07,SELL,6.023,15202.69,91565.8,Binance,USA
276,13,XRP,Crypto,2020-05-25,BUY,29.596,53973.13,1597388.76,Coinbase,USA
277,3,LINK,Crypto,2022-10-17,BUY,24.182,42007.69,1015829.96,Coinbase,Asia
278,2,GOOGL,Stock,2022-07-06,BUY,10.871,1302.85,14163.28,Binance,Asia
279,9,DOGE,Crypto,2020-08-24,SELL,18.392,44887.06,825562.81,NYSE,Asia
280,13,LINK,Crypto,2022-03-29,SELL,31.904,14744.06,470394.49,NASDAQ,USA
281,16,USDC,Crypto,2024-08-02,SELL,26.166,51156.74,1338567.26,Binance,Asia
282,13,TSLA,Stock,2020-09-07,SELL,13.595,988.45,13437.98,Binance,USA
283,6,TSLA,Stock,2021-04-12,SELL,26.943,208.74,5624.08,Coinbase,Asia
284,9,BNB,Crypto,2021-12-02,SELL,22.108,53282.31,1177965.31,NASDAQ,Asia
285,6,LTC,Crypto,2022-10-26,BUY,24.976,22373.68,558805.03,Kraken,Asia
286,15,MSFT,Stock,2020-01-29,BUY,26.761,651.37,17431.31,Binance,Asia
287,8,BNB,Crypto,2023-01-08,BUY,43.375,51867.97,2249773.2,Coinbase,USA
288,10,USDC,Crypto,2021-08-27,SELL,32.548,5411.01,176117.55,NYSE,Asia
289,1,ETH,Crypto,2020-01-28,BUY,44.905,41077.16,1844569.87,Binance,Asia
290,2,GOOGL,Stock,2021-03-14,BUY,39.269,856.32,33626.83,NYSE,Asia
291,19,TRX,Crypto,2021-10-27,BUY,34.731,41673.83,1447373.79,NYSE,USA
292,1,XRP,Crypto,2022-12-13,SELL,15.356,19733.65,303029.93,Binance,Asia
293,19,DOGE,Crypto,2022-12-14,BUY,43.579,742.19,32343.9,Binance,USA
294,16,USDC,Crypto,2022-11-03,SELL,3.746,10027.01,37561.18,NASDAQ,Asia
295,6,BTC,Crypto,2022-07-21,BUY,26.702,10169.17,271537.18,Binance,Asia
296,4,DOGE,Crypto,2022-03-05,BUY,30.713,36377.66,1117267.07,NYSE,Asia
297,8,XRP,Crypto,2022-04-25,SELL,34.572,53205.4,1839417.09,NYSE,USA
298,5,LINK,Crypto,2022-10-12,SELL,27.647,37794.3,1044899.01,Kraken,Asia
299,18,BTC,Crypto,2021-03-28,BUY,41.71,54925.48,2290941.77,Coinbase,Asia
300,4,AMZN,Stock,2020-04-21,BUY,16.241,291.02,4726.46,Binance,Asia
301,4,GOOGL,Stock,2024-08-17,SELL,5.741,149.46,858.05,Kraken,Asia
302,11,LTC,Crypto,2022-12-26,SELL,29.217,1825.64,53339.72,NASDAQ,Asia
303,19,TSLA,Stock,2024-06-22,BUY,8.168,95.83,782.74,Coinbase,USA
304,2,MSFT,Stock,2023-10-23,BUY,8.867,1814.92,16092.9,Coinbase,Asia
305,16,AMZN,Stock,2020-08-28,BUY,36.851,1534.58,56550.81,Binance,Asia
306,12,ETH,Crypto,2022-11-25,BUY,17.307,11724.36,202913.5,Coinbase,Asia
307,4,TSLA,Stock,2020-07-11,SELL,20.923,274.34,5740.02,NYSE,Asia
308,7,LTC,Crypto,2024-01-30,SELL,39.613,614.14,24327.93,Kraken,USA
309,11,TRX,Crypto,2024-08-24,BUY,34.674,31962.51,1108268.07,NYSE,Asia
310,1,AAPL,Stock,2022-01-09,BUY,3.735,1096.82,4096.62,Kraken,Asia
311,19,LINK,Crypto,2022-07-22,SELL,34.735,51310.11,1782256.67,Binance,USA
312,16,TRX,Crypto,2020-09-24,BUY,6.369,33396.67,212703.39,Coinbase,Asia
313,3,BNB,Crypto,2022-04-08,SELL,31.179,40423.24,1260356.2,Binance,Asia
314,20,AAPL,Stock,2022-07-21,BUY,42.882,779.78,33438.53,NASDAQ,Asia
315,9,SOL,Crypto,2024-11-03,SELL,31.921,55110.49,1759181.95,NASDAQ,Asia
316,19,BNB,Crypto,2021-12-12,SELL,40.898,19566.38,800225.81,Coinbase,USA
317,11,LINK,Crypto,2021-06-19,SELL,47.242,439.15,20746.32,NYSE,Asia
318,11,TRX,Crypto,2021-05-27,SELL,9.591,20478.91,196413.23,NASDAQ,Asia
319,8,XRP,Crypto,2021-11-27,SELL,31.757,57111.74,1813697.53,NASDAQ,USA
320,13,LINK,Crypto,2020-08-15,BUY,10.176,22022.85,224104.52,Binance,USA
321,12,TRX,Crypto,2021-06-05,BUY,29.087,27955.38,813138.14,NYSE,Asia
322,11,USDC,Crypto,2022-02-20,BUY,1.986,12641.37,25105.76,NYSE,Asia
323,5,GOOGL,Stock,2021-04-10,BUY,30.472,1585.57,48315.49,NASDAQ,Asia
324,1,AAPL,Stock,2020-01-06,SELL,36.075,1341.74,48403.27,Binance,Asia
325,7,BNB,Crypto,2024-02-02,BUY,31.131,12264.78,381814.87,Kraken,USA
326,13,AAPL,Stock,2024-07-10,SELL,21.326,1157.74,24689.96,NYSE,USA
327,1,TRX,Crypto,2020-10-09,SELL,13.969,35080.3,490036.71,Kraken,Asia
328,12,XRP,Crypto,2021-05-03,BUY,39.979,37230.51,1488438.56,NYSE,Asia
329,18,LINK,Crypto,2020-07-23,BUY,37.019,1942.95,71926.07,NASDAQ,Asia
330,3,DOGE,Crypto,2020-06-25,SELL,16.368,5468.91,89515.12,Coinbase,Asia
331,13,TSLA,Stock,2023-09-13,SELL,40.252,1500.77,60408.99,NASDAQ,USA
332,6,TSLA,Stock,2023-07-25,BUY,36.686,788.58,28929.85,Coinbase,Asia
333,7,BNB,Crypto,2023-05-14,BUY,18.284,52176,953985.98,NASDAQ,USA
334,19,DOGE,Crypto,2022-01-22,SELL,40.311,53352.59,2150696.26,NASDAQ,USA
335,9,ETH,Crypto,2024-01-18,SELL,40.008,19137.14,765638.7,Coinbase,Asia
336,8,AMZN,Stock,2024-09-27,SELL,9.92,1036.29,10280,NYSE,USA
337,17,SOL,Crypto,2021-10-16,BUY,3.421,26085.46,89238.36,NYSE,Asia
338,1,TSLA,Stock,2022-05-31,BUY,12.586,68.43,861.26,Kraken,Asia
339,10,LTC,Crypto,2022-03-19,BUY,6.965,17113,119192.04,Binance,Asia
340,19,TSLA,Stock,2021-07-22,SELL,2.707,813.83,2203.04,Binance,USA
341,7,BNB,Crypto,2023-04-20,SELL,2.516,23414.67,58911.31,NYSE,USA
342,2,XRP,Crypto,2022-02-09,BUY,49.327,58634.67,2892272.37,Kraken,Asia
343,14,TSLA,Stock,2021-02-05,BUY,5.271,1780.91,9387.18,Kraken,Asia
344,2,BNB,Crypto,2021-05-26,SELL,5.234,12232.87,64026.84,Kraken,Asia
345,1,ETH,Crypto,2023-10-24,BUY,36.686,804.39,29509.85,Binance,Asia
346,1,AMZN,Stock,2022-03-06,BUY,37.939,1979.8,75111.63,NASDAQ,Asia
347,13,ETH,Crypto,2023-03-29,SELL,29.244,24549.07,717913,Binance,USA
348,11,USDC,Crypto,2020-04-07,BUY,17.71,53169.52,941632.2,NYSE,Asia
349,18,MSFT,Stock,2020-03-24,SELL,18.634,1153.68,21497.67,NYSE,Asia
350,17,BTC,Crypto,2022-02-05,BUY,7.298,3620.32,26421.1,Binance,Asia
351,6,LINK,Crypto,2021-06-08,SELL,41.126,52151.71,2144791.23,NASDAQ,Asia
352,11,TSLA,Stock,2020-05-16,BUY,36.92,846.23,31242.81,Kraken,Asia
353,14,LINK,Crypto,2023-11-18,SELL,38.332,24755.16,948914.79,Coinbase,Asia
354,5,SOL,Crypto,2022-03-11,SELL,2.102,29820.88,62683.49,NYSE,Asia
355,18,MSFT,Stock,2022-08-05,SELL,8.079,770.69,6226.4,Kraken,Asia
356,20,BTC,Crypto,2023-06-15,SELL,38.678,45321,1752925.64,Coinbase,Asia
357,7,AAPL,Stock,2024-10-14,SELL,33.457,1669.41,55853.45,NASDAQ,USA
358,12,USDC,Crypto,2022-08-05,BUY,25.692,50980.29,1309785.61,Kraken,Asia
359,18,TSLA,Stock,2020-06-12,BUY,1.73,1211.44,2095.79,Binance,Asia
360,19,TRX,Crypto,2020-10-31,BUY,19.427,32711.43,635484.95,Coinbase,USA
361,4,AMZN,Stock,2021-02-10,SELL,34.571,977.77,33802.49,Coinbase,Asia
362,20,AAPL,Stock,2020-02-26,SELL,14.094,55.96,788.7,NASDAQ,Asia
363,2,DOGE,Crypto,2023-12-05,BUY,39.405,47232.4,1861192.72,NASDAQ,Asia
364,9,ETH,Crypto,2024-08-01,BUY,1.539,34993.81,53855.47,Coinbase,Asia
365,12,BNB,Crypto,2023-06-13,SELL,25.717,37992.52,977053.64,Kraken,Asia
366,20,TRX,Crypto,2023-06-08,BUY,45.073,23199.81,1045685.04,NYSE,Asia
367,20,USDC,Crypto,2023-02-19,SELL,20.819,54478.66,1134191.22,Coinbase,Asia
368,18,BNB,Crypto,2022-01-08,BUY,5.698,53367.36,304087.22,NASDAQ,Asia
369,7,BTC,Crypto,2021-10-19,BUY,48.53,5375.06,260851.66,NASDAQ,USA
370,6,TRX,Crypto,2023-07-12,BUY,48.486,26716.01,1295352.46,Binance,Asia
371,3,LINK,Crypto,2020-10-03,BUY,0.383,28398.86,10876.76,Kraken,Asia
372,9,AAPL,Stock,2023-07-30,SELL,28.932,1035.59,29961.69,NYSE,Asia
373,10,BNB,Crypto,2021-09-30,BUY,9.052,3206.24,29022.88,Kraken,Asia
374,16,GOOGL,Stock,2022-01-14,BUY,35.679,1014.82,36207.76,Coinbase,Asia
375,3,AMZN,Stock,2024-09-15,SELL,36.055,882.29,31810.97,Kraken,Asia
376,7,BTC,Crypto,2022-06-25,BUY,32.399,55296.74,1791559.08,Binance,USA
377,4,MSFT,Stock,2020-07-20,BUY,35.974,317.73,11430.02,NYSE,Asia
378,19,AAPL,Stock,2024-01-27,BUY,21.785,337.09,7343.51,NYSE,USA
379,17,LTC,Crypto,2024-08-12,BUY,5.405,2308.98,12480.04,NASDAQ,Asia
380,1,TRX,Crypto,2020-06-01,BUY,16.5,25720.69,424391.38,NYSE,Asia
381,11,TSLA,Stock,2022-10-23,BUY,21.188,336.54,7130.61,Coinbase,Asia
382,6,BNB,Crypto,2020-05-15,SELL,25.855,19029.38,492004.62,NYSE,Asia
383,3,USDC,Crypto,2022-09-25,BUY,5.854,10885.48,63723.6,NASDAQ,Asia
384,5,AAPL,Stock,2021-01-03,BUY,15.558,1141.49,17759.3,Binance,Asia
385,3,MSFT,Stock,2023-10-26,SELL,22.901,513.55,11760.81,NASDAQ,Asia
386,6,BNB,Crypto,2021-12-08,BUY,39.479,24936.04,984449.92,Coinbase,Asia
387,4,BNB,Crypto,2023-06-21,BUY,9.85,58519.34,576415.5,Coinbase,Asia
388,12,DOGE,Crypto,2021-01-01,SELL,30.034,39878.73,1197717.78,NYSE,Asia
389,19,BTC,Crypto,2022-05-10,SELL,39.673,25429.56,1008866.93,Coinbase,USA
390,11,TSLA,Stock,2022-03-14,BUY,13.832,32.98,456.18,NYSE,Asia
391,5,LINK,Crypto,2024-02-11,BUY,22.365,42112.37,941843.16,NYSE,Asia
392,5,TRX,Crypto,2020-08-15,BUY,33.072,58056.22,1920035.31,NASDAQ,Asia
393,9,TRX,Crypto,2023-08-20,SELL,11.067,297.6,3293.54,Binance,Asia
394,18,USDC,Crypto,2024-08-09,SELL,21.114,18090.1,381954.37,NASDAQ,Asia
395,12,AMZN,Stock,2021-12-15,BUY,31.625,56.39,1783.33,Binance,Asia
396,12,SOL,Crypto,2020-10-24,SELL,49.748,44391.34,2208380.38,Kraken,Asia
397,10,AMZN,Stock,2023-04-22,BUY,31.359,1320.22,41400.78,NASDAQ,Asia
398,11,LTC,Crypto,2024-11-13,SELL,40.952,47070.91,1927647.91,NYSE,Asia
399,14,GOOGL,Stock,2020-02-29,SELL,44.865,862.77,38708.18,Coinbase,Asia
400,6,XRP,Crypto,2024-07-29,BUY,13.351,23495.12,313683.35,NASDAQ,Asia
401,8,MSFT,Stock,2024-02-24,BUY,5.399,227.4,1227.73,NYSE,USA
402,18,ETH,Crypto,2023-08-10,BUY,44.924,54479.35,2447430.32,Coinbase,Asia
403,6,MSFT,Stock,2021-11-23,SELL,31.487,1244,39169.83,Kraken,Asia
404,6,BTC,Crypto,2024-01-02,SELL,16.61,57269.8,951251.38,NYSE,Asia
405,2,DOGE,Crypto,2021-06-15,SELL,30.555,6128.21,187247.46,Binance,Asia
406,14,TRX,Crypto,2020-06-18,BUY,7.481,6155.3,46047.8,Coinbase,Asia
407,13,AMZN,Stock,2023-06-28,BUY,24.067,249.54,6005.68,NYSE,USA
408,20,AMZN,Stock,2022-06-01,SELL,12.832,1437.97,18452.03,NASDAQ,Asia
409,20,AAPL,Stock,2020-12-14,BUY,16.028,1540.23,24686.81,NASDAQ,Asia
410,19,AMZN,Stock,2021-04-04,SELL,42.758,178.95,7651.54,Coinbase,USA
411,9,USDC,Crypto,2022-02-09,BUY,38.411,40156.91,1542467.07,Kraken,Asia
412,8,BNB,Crypto,2024-10-24,SELL,0.727,19234.27,13983.31,NYSE,USA
413,8,XRP,Crypto,2022-12-01,SELL,1.625,20177.32,32788.14,Kraken,USA
414,13,TRX,Crypto,2022-06-01,BUY,30.256,23733.93,718093.79,NYSE,USA
415,7,DOGE,Crypto,2021-07-17,BUY,17.472,17614.23,307755.83,NYSE,USA
416,11,TRX,Crypto,2020-08-16,BUY,36.778,5838.56,214730.56,Coinbase,Asia
417,9,BNB,Crypto,2022-07-15,SELL,24.398,40510.5,988375.18,Binance,Asia
418,5,ETH,Crypto,2020-05-25,SELL,26.161,25927.9,678299.79,NASDAQ,Asia
419,11,GOOGL,Stock,2021-03-12,BUY,33.879,670.27,22708.08,Binance,Asia
420,17,AAPL,Stock,2020-08-20,SELL,33.589,1317.57,44255.86,Kraken,Asia
421,7,XRP,Crypto,2022-09-16,SELL,4.527,39157.04,177263.92,NYSE,USA
422,12,XRP,Crypto,2024-05-17,SELL,24.26,5417.89,131438.01,Coinbase,Asia
423,15,TSLA,Stock,2022-10-18,BUY,15.171,1351.67,20506.19,Kraken,Asia
424,4,SOL,Crypto,2023-12-19,SELL,9.551,38810.83,370682.24,NYSE,Asia
425,11,DOGE,Crypto,2020-07-26,SELL,38.423,1909.11,73353.73,NYSE,Asia
426,15,BTC,Crypto,2024-08-12,SELL,5.949,33815.94,201171.03,Kraken,Asia
427,4,AMZN,Stock,2024-01-12,BUY,29.516,467.97,13812.6,Binance,Asia
428,16,XRP,Crypto,2021-12-12,BUY,41.937,59399.7,2491045.22,Coinbase,Asia
429,9,LTC,Crypto,2021-08-13,BUY,25.188,16132.4,406342.89,NASDAQ,Asia
430,17,TRX,Crypto,2023-11-13,BUY,48.469,35685.06,1729619.17,Kraken,Asia
431,10,GOOGL,Stock,2022-04-16,SELL,45.01,1385.59,62365.41,NASDAQ,Asia
432,15,ETH,Crypto,2020-11-08,BUY,38.607,40307.77,1556162.08,Binance,Asia
433,12,BNB,Crypto,2021-07-04,BUY,47.069,22129.04,1041591.78,Kraken,Asia
434,6,AAPL,Stock,2022-05-05,SELL,2.812,714.74,2009.85,Kraken,Asia
435,8,LTC,Crypto,2022-01-09,BUY,22.32,31163.93,695578.92,Coinbase,USA
436,15,GOOGL,Stock,2020-04-28,BUY,8.218,305.18,2507.97,Binance,Asia
437,20,AMZN,Stock,2021-11-15,SELL,38.755,779.69,30216.89,Kraken,Asia
438,5,LTC,Crypto,2021-11-17,SELL,5.671,56466.29,320220.33,Coinbase,Asia
439,19,ETH,Crypto,2021-05-24,SELL,34.774,51540.19,1792258.57,Kraken,USA
440,7,ETH,Crypto,2021-01-28,SELL,38.926,34041.66,1325105.66,NYSE,USA
441,16,LTC,Crypto,2023-03-15,SELL,7.799,15329.89,119557.81,Kraken,Asia
442,17,LTC,Crypto,2020-06-30,SELL,44.829,9663.15,433189.35,Kraken,Asia
443,3,LINK,Crypto,2022-04-17,SELL,18.354,31959.65,586587.42,Kraken,Asia
444,13,XRP,Crypto,2024-04-27,BUY,13.754,14533.51,199893.9,NASDAQ,USA
445,15,USDC,Crypto,2024-09-25,BUY,22.442,37286.7,836788.12,Binance,Asia
446,20,DOGE,Crypto,2024-08-27,SELL,10.197,24429,249102.51,Binance,Asia
447,17,USDC,Crypto,2024-07-29,BUY,46.719,53277.37,2489065.45,Kraken,Asia
448,1,AAPL,Stock,2020-12-01,SELL,43.168,987.91,42646.1,Kraken,Asia
449,17,TRX,Crypto,2023-11-14,BUY,7.104,6284.16,44642.67,NASDAQ,Asia
450,12,LTC,Crypto,2020-02-27,BUY,16.573,8902.79,147545.94,Coinbase,Asia
451,14,BNB,Crypto,2023-11-18,SELL,43.062,7562.25,325645.61,NASDAQ,Asia
452,8,SOL,Crypto,2021-09-14,SELL,28.116,2558.29,71928.88,Kraken,USA
453,4,BNB,Crypto,2021-11-06,SELL,8.266,1258.62,10403.75,Coinbase,Asia
454,5,USDC,Crypto,2024-02-05,BUY,33.351,32278.9,1076533.59,Coinbase,Asia
455,17,SOL,Crypto,2022-06-09,BUY,34.183,3286.27,112334.57,NYSE,Asia
456,13,TSLA,Stock,2020-12-08,SELL,30.702,578,17745.76,Kraken,USA
457,19,SOL,Crypto,2024-11-06,BUY,36.448,37567.8,1369271.17,NYSE,USA
458,4,BNB,Crypto,2022-09-27,BUY,13.631,55375.11,754818.12,NYSE,Asia
459,3,BTC,Crypto,2023-11-06,BUY,24.971,5025.97,125503.5,NYSE,Asia
460,10,AMZN,Stock,2021-01-12,BUY,1.254,1519.81,1905.84,NYSE,Asia
461,11,LINK,Crypto,2022-12-15,BUY,5.013,32118.22,161008.64,Binance,Asia
462,18,XRP,Crypto,2022-08-26,BUY,40.067,53302.21,2135659.65,Binance,Asia
463,2,AMZN,Stock,2023-01-11,BUY,27.919,374.64,10459.57,Binance,Asia
464,3,ETH,Crypto,2023-04-20,SELL,35.669,7382.25,263317.48,Kraken,Asia
465,5,SOL,Crypto,2022-09-29,SELL,20.307,48439.34,983657.68,NASDAQ,Asia
466,17,MSFT,Stock,2022-09-19,SELL,15.332,333.21,5108.78,Coinbase,Asia
467,20,TSLA,Stock,2023-10-17,SELL,21.14,448.13,9473.47,Coinbase,Asia
468,20,USDC,Crypto,2024-11-30,BUY,21.96,14784.15,324659.93,Binance,Asia
469,15,DOGE,Crypto,2023-07-24,BUY,47.538,7508.7,356948.58,NASDAQ,Asia
470,8,SOL,Crypto,2022-07-31,BUY,36.098,8422.36,304030.35,NYSE,USA
471,12,BNB,Crypto,2020-05-01,BUY,41.221,40114.83,1653573.41,Coinbase,Asia
472,19,TRX,Crypto,2024-11-01,BUY,26.019,12071.25,314081.85,NASDAQ,USA
473,5,MSFT,Stock,2023-10-12,SELL,15.651,931.72,14582.35,Binance,Asia
474,9,USDC,Crypto,2020-11-06,SELL,17.746,52085.2,924303.96,NYSE,Asia
475,13,GOOGL,Stock,2020-08-31,SELL,18.628,1907.73,35537.19,NYSE,USA
476,2,DOGE,Crypto,2020-02-05,SELL,29.378,29437.54,864816.05,NASDAQ,Asia
477,10,TRX,Crypto,2020-01-15,BUY,32.078,49924.89,1601490.62,Kraken,Asia
478,6,AMZN,Stock,2021-12-14,SELL,49.348,1854.65,91523.27,NASDAQ,Asia
479,4,AAPL,Stock,2022-10-19,BUY,48.547,1902.72,92371.35,Binance,Asia
480,12,MSFT,Stock,2021-06-02,SELL,12.425,1719.17,21360.69,NASDAQ,Asia
481,6,BNB,Crypto,2022-05-16,BUY,15.795,34627.37,546939.31,Binance,Asia
482,17,SOL,Crypto,2023-04-01,SELL,40.603,19631.77,797108.76,NYSE,Asia
483,8,AMZN,Stock,2020-04-21,SELL,41.677,1510.99,62973.53,NYSE,USA
484,9,AAPL,Stock,2023-06-14,BUY,17.938,128.75,2309.52,Coinbase,Asia
485,17,LTC,Crypto,2023-05-05,SELL,2.197,23452.13,51524.33,NASDAQ,Asia
486,13,BTC,Crypto,2024-05-16,SELL,3.886,26022.2,101122.27,NYSE,USA
487,8,ETH,Crypto,2024-02-14,BUY,34.848,54.9,1913.16,NASDAQ,USA
488,4,TRX,Crypto,2020-11-08,BUY,41.494,13249,549754.01,Binance,Asia
489,19,TRX,Crypto,2024-08-02,BUY,18.473,22625.76,417965.66,Coinbase,USA
490,6,USDC,Crypto,2021-12-29,SELL,15.955,5935,94692.93,Kraken,Asia
491,6,MSFT,Stock,2023-11-04,SELL,23.105,261.36,6038.72,Binance,Asia
492,14,SOL,Crypto,2023-04-18,BUY,42.242,31718.65,1339859.21,NASDAQ,Asia
493,15,GOOGL,Stock,2022-09-18,BUY,37.886,229.07,8678.55,Binance,Asia
494,3,LINK,Crypto,2022-09-25,SELL,0.245,26095.99,6393.52,NYSE,Asia
495,7,MSFT,Stock,2022-12-14,SELL,18.375,1783.61,32773.83,NYSE,USA
496,14,AMZN,Stock,2022-05-06,BUY,30.677,1252.6,38426.01,Kraken,Asia
497,18,USDC,Crypto,2024-01-21,BUY,20.924,33883.3,708974.17,Coinbase,Asia
498,6,TSLA,Stock,2023-06-19,SELL,48.845,455.08,22228.38,Kraken,Asia
499,6,TSLA,Stock,2023-03-17,SELL,34.756,1785.01,62039.81,NYSE,Asia
500,8,ETH,Crypto,2023-03-13,SELL,40.324,15988.03,644701.32,Kraken,USA
